id;d''eocale;key;valueEn;value;isPublic;
550e8400-e29b-41d4-a716-700003500000;it;PROFILE.COMPANY.COMPANY;Company;Azienda;1;
550e8400-e29b-41d4-a716-700003600000;it;PROFILE.ACHIEVEMENT.ACHIEVEMENT;Achievement;Risultato;1;
550e8400-e29b-41d4-a716-700003700000;it;COMMON.POSITION;Position;Posizione;1;
550e8400-e29b-41d4-a716-700003800000;it;COMMON.LOCATION;Location;Località;1;
550e8400-e29b-41d4-a716-700003900000;it;COMMON.COUNTRY;Country;Paese;1;
550e8400-e29b-41d4-a716-700004000000;it;JOB_TYPE.JOB_TYPE;Job type;Tipo di lavoro;1;
550e8400-e29b-41d4-a716-700004100000;it;JOB_TYPE.FULL_TIME;Full-time;Tempo pieno;1;
550e8400-e29b-41d4-a716-700004200000;it;JOB_TYPE.PART_TIME;Part-time;Part-time;1;
550e8400-e29b-41d4-a716-700004300000;it;JOB_TYPE.CONTRACT;Contract;Contratto;1;
550e8400-e29b-41d4-a716-700004400000;it;JOB_TYPE.TEMPORARY;Temporary;Temporaneo;1;
550e8400-e29b-41d4-a716-700004500000;it;JOB_TYPE.INTERN;Intern;Tirocinante;1;
550e8400-e29b-41d4-a716-700004600000;it;JOB_TYPE.VOLUNTEER;Volunteer;Volontario;1;
550e8400-e29b-41d4-a716-700004700000;it;JOB_TYPE.FREELANCE;Freelance;Freelance;1;
550e8400-e29b-41d4-a716-700004800000;it;JOB_TYPE.STARTUP;Startup;Startup;1;
550e8400-e29b-41d4-a716-700004900000;it;JOB_TYPE.OTHER;Other;Altro;1;
550e8400-e29b-41d4-a716-700005000000;it;JOB_TYPE.DISTANCE;Distance;A distanza;1;
550e8400-e29b-41d4-a716-700005100000;it;JOB_TYPE.EVENING;Evening;Sera;1;
550e8400-e29b-41d4-a716-700005200000;it;JOB_TYPE.ONLINE;Online;Online;1;
550e8400-e29b-41d4-a716-700005300000;it;JOB_TYPE.MIXED;Mixed;Misto;1;
550e8400-e29b-41d4-a716-700005400000;it;JOB_TYPE.EXCHANGE;Exchange;Scambio;1;
550e8400-e29b-41d4-a716-700005500000;it;JOB_TYPE.SELF_PACED;Self-paced;Autogestito;1;
550e8400-e29b-41d4-a716-700005600000;it;JOB_TYPE.IN_PERSON;In-person;In presenza;1;
550e8400-e29b-41d4-a716-700005700000;it;JOB_TYPE.HYBRID;Hybrid;Ibrido;1;
550e8400-e29b-41d4-a716-700005800000;it;JOB_TYPE.PROCTORED_ONLINE;Proctored online;Online supervisionato;1;
550e8400-e29b-41d4-a716-700005900000;it;JOB_TYPE.UNPROCTORED;Unproctored;Non supervisionato;1;
550e8400-e29b-41d4-a716-700006000000;it;WORK_ARRANGEMENT.WORK_ARRANGEMENT;Work arrangement;Modalità di lavoro;1;
550e8400-e29b-41d4-a716-700006100000;it;WORK_ARRANGEMENT.ON_SITE;On-site;In sede;1;
550e8400-e29b-41d4-a716-700006200000;it;WORK_ARRANGEMENT.REMOTE;Remote;Remoto;1;
550e8400-e29b-41d4-a716-700006300000;it;WORK_ARRANGEMENT.HYBRID;Hybrid;Ibrido;1;
550e8400-e29b-41d4-a716-700006400000;it;WORK_ARRANGEMENT.FLEXIBLE;Flexible;Flessibile;1;
550e8400-e29b-41d4-a716-700006500000;it;WORK_ARRANGEMENT.TRAVEL_REQUIRED;Travel Required;Richiede viaggi;1;
550e8400-e29b-41d4-a716-700006600000;it;WORK_ARRANGEMENT.SHIFT_BASED;Shift-based;A turni;1;
550e8400-e29b-41d4-a716-700006700000;it;COMMON.DESCRIPTION;Description;Descrizione;1;
550e8400-e29b-41d4-a716-700006800000;it;COMMON.SALARY_RANGE;Salary range;Fascia di stipendio;1;
550e8400-e29b-41d4-a716-700006900000;it;COMMON.FROM;From;Da;1;
550e8400-e29b-41d4-a716-700007000000;it;COMMON.TO;To;A;1;
550e8400-e29b-41d4-a716-700007100000;it;COMMON.SKILLS;Skills;Competenze;1;
550e8400-e29b-41d4-a716-700007100001;it;COMMON.SKILL;Skill;Competenza;1;
550e8400-e29b-41d4-a716-700007200000;it;EXPERIENCE_LEVEL.EXPERIENCE_LEVEL;Experience level;Livello di esperienza;1;
550e8400-e29b-41d4-a716-700007300000;it;EXPERIENCE_LEVEL.INTERNSHIP;Internship;Tirocinio;1;
550e8400-e29b-41d4-a716-700007400000;it;EXPERIENCE_LEVEL.ENTRY_LEVEL;Entry Level;Principiante;1;
550e8400-e29b-41d4-a716-700007500000;it;EXPERIENCE_LEVEL.JUNIOR;Junior;Junior;1;
550e8400-e29b-41d4-a716-700007600000;it;EXPERIENCE_LEVEL.MID_LEVEL;Mid Level;Medio;1;
550e8400-e29b-41d4-a716-700007700000;it;EXPERIENCE_LEVEL.SENIOR;Senior;Senior;1;
550e8400-e29b-41d4-a716-700007800000;it;EXPERIENCE_LEVEL.LEADER;Lead;Capo;1;
550e8400-e29b-41d4-a716-700007900000;it;EXPERIENCE_LEVEL.EXECUTIVE;Executive;Dirigente;1;
550e8400-e29b-41d4-a716-700008000000;it;EXPERIENCE_LEVEL.PRINCIPAL;Principal;Principale;1;
550e8400-e29b-41d4-a716-700008100000;it;EXPERIENCE_LEVEL.STAFF;Staff;Staff;1;
550e8400-e29b-41d4-a716-700008200000;it;EXPERIENCE_LEVEL.OTHER;Other;Altro;1;
550e8400-e29b-41d4-a716-700008300000;it;EXPERIENCE_LEVEL.TIER_1;Tier 1;Livello 1;1;
550e8400-e29b-41d4-a716-700008400000;it;EXPERIENCE_LEVEL.TIER_2;Tier 2;Livello 2;1;
550e8400-e29b-41d4-a716-700008500000;it;EXPERIENCE_LEVEL.TIER_3;Tier 3;Livello 3;1;
550e8400-e29b-41d4-a716-700008600000;it;EXPERIENCE_LEVEL.TIER_4;Tier 4;Livello 4;1;
550e8400-e29b-41d4-a716-700008700000;it;EXPERIENCE_LEVEL.TIER_5;Tier 5;Livello 5;1;
550e8400-e29b-41d4-a716-700008800000;it;EXPERIENCE_LEVEL.TIER_6;Tier 6;Livello 6;1;
550e8400-e29b-41d4-a716-700008900000;it;EXPERIENCE_LEVEL.TIER_7;Tier 7;Livello 7;1;
550e8400-e29b-41d4-a716-700009000000;it;COMMON.LANGUAGES;Languages;Lingue;1;
550e8400-e29b-41d4-a716-700010000000;it;COMMON.LANGUAGE;Language;Lingua;1;
550e8400-e29b-41d4-a716-700010100000;it;LANGUAGE_LEVEL.LANGUAGE_LEVEL;Language level;Livello di lingua;1;
550e8400-e29b-41d4-a716-700010200000;it;LANGUAGE_LEVEL.BEGINNER;Beginner;Principiante;1;
550e8400-e29b-41d4-a716-700010300000;it;LANGUAGE_LEVEL.ELEMENTARY;Elementary;Elementare;1;
550e8400-e29b-41d4-a716-700010400000;it;LANGUAGE_LEVEL.INTERMEDIATE;Intermediate;Intermedio;1;
550e8400-e29b-41d4-a716-700010500000;it;LANGUAGE_LEVEL.UPPER_INTERMEDIATE;Upper Intermediate;Intermedio superiore;1;
550e8400-e29b-41d4-a716-700010600000;it;LANGUAGE_LEVEL.ADVANCED;Advanced;Avanzato;1;
550e8400-e29b-41d4-a716-700010700000;it;LANGUAGE_LEVEL.PROFICIENT;Proficient;Esperto;1;
550e8400-e29b-41d4-a716-700010800000;it;LANGUAGE_LEVEL.NATIVE;Native;Madrelingua;1;
550e8400-e29b-41d4-a716-700010900000;it;PROFILE.SECTION.PRIMARY_INFO;Primary info;Informazioni principali;1;
550e8400-e29b-41d4-a716-700011000000;it;PROFILE.SECTION.AUTH_SECTION;Auth section;Sezione autenticazione;1;
550e8400-e29b-41d4-a716-700011100000;it;PROFILE.HEADLINE;Headline;Titolo;1;
550e8400-e29b-41d4-a716-700011200000;it;PROFILE.SECTION.SECONDARY_INFO;Secondary info;Informazioni secondarie;1;
550e8400-e29b-41d4-a716-700011300000;it;COMMON.CURRENCY;Currency;Valuta;1;
550e8400-e29b-41d4-a716-700011400000;it;COMMON.TIME_ZONE;Time zone;Fuso orario;1;
550e8400-e29b-41d4-a716-700011500000;it;COMMON.PHONE;Phone;Telefono;1;
550e8400-e29b-41d4-a716-700011600000;it;PROFILE.LINKS;Links;Link;1;
550e8400-e29b-41d4-a716-700011700000;it;PROFILE.SECTION.AI;AI;IA;1;
550e8400-e29b-41d4-a716-700011800000;it;PROFILE.APPLICATION.AI_TEXTAREA;Application AI textarea;Area di testo IA per l''applicazione;1;
550e8400-e29b-41d4-a716-700011900000;it;THEME.DARK;Dark Theme;Tema scuro;1;
550e8400-e29b-41d4-a716-700012000000;it;THEME.LIGHT;Light Theme;Tema chiaro;1;
550e8400-e29b-41d4-a716-700012100000;it;MENU.HOME;Home;Home;1;
550e8400-e29b-41d4-a716-700012200000;it;MENU.JOBS;Jobs;Lavori;1;
550e8400-e29b-41d4-a716-700012300000;it;MENU.COMPANIES;Companies;Aziende;1;
550e8400-e29b-41d4-a716-700012400000;it;MENU.KARMA;Karma;Karma;1;
550e8400-e29b-41d4-a716-700012500000;it;IN_DEVELOPMENT.OOPS_PAGE;Oops! Page under construction.;Ops! Pagina in costruzione.;1;
550e8400-e29b-41d4-a716-700012600000;it;COMMON.GO_HOME;Go home;Torna alla home;1;
550e8400-e29b-41d4-a716-700012700000;it;COMMON.BACK_TO_SIGN_IN;Back to sign in;Torna all''accesso;1;
550e8400-e29b-41d4-a716-700012800000;it;NOT_FOUND.PAGE_NOT_FOUND;Oops! The page you''re looking for doesn''t exist.;Ops! La pagina che stai cercando non esiste.;1;
550e8400-e29b-41d4-a716-700012900000;it;MENU.ACTIVE_APPLICATIONS;Active applications;Applicazioni attive;1;
550e8400-e29b-41d4-a716-700013000000;it;MENU.TODOS;To-dos;Da fare;1;
550e8400-e29b-41d4-a716-700013100000;it;MENU.RESPONSE_RATE;Response rate;Tasso di risposta;1;
550e8400-e29b-41d4-a716-700013200000;it;MENU.UPCOMING_INTERVIEWS;Upcoming interviews;Colloqui in arrivo;1;
550e8400-e29b-41d4-a716-700013200001;it;MENU.PROFILE;Profile;Profilo;1;
550e8400-e29b-41d4-a716-700013200002;it;MENU.LOGOUT;Logout;Disconnessione;1;
550e8400-e29b-41d4-a716-700013300000;it;STATS.NEW_JOB_LISTINGS_PER_DAY;New job listings per day;Nuove offerte di lavoro al giorno;1;
550e8400-e29b-41d4-a716-700013400000;it;STATS.JOB_APPLICATIONS_TREND;Job applications trend;Andamento delle candidature;1;
550e8400-e29b-41d4-a716-700013500000;it;COMMON.JOB.NEW_APPLICATION;Job application;Candidatura;1;
550e8400-e29b-41d4-a716-700013500001;it;COMMON.JOB.NEW_APPLICATIONS;Job applications;Candidature;1;
550e8400-e29b-41d4-a716-700013600000;it;STATS.TOP_COMPANIES;Top companies;Top aziende;1;
550e8400-e29b-41d4-a716-700013700000;it;STATS.APPLICATION_STATUS_DISTRIBUTION;Application status distribution;Distribuzione dello stato delle candidature;1;
550e8400-e29b-41d4-a716-700013800000;it;JOB_STATUS.APPLIED;Applied;Candidato;1;
550e8400-e29b-41d4-a716-700013900000;it;JOB_STATUS.IN_REVIEW;In review;In revisione;1;
550e8400-e29b-41d4-a716-700014000000;it;JOB_STATUS.INTERVIEW;Interview;Colloquio;1;
550e8400-e29b-41d4-a716-700014100000;it;JOB_STATUS.OFFER;Offer;Offerta;1;
550e8400-e29b-41d4-a716-700014200000;it;JOB_STATUS.REJECTED;Rejected;Rifiutato;1;
550e8400-e29b-41d4-a716-700014300000;it;COMMON.WELCOME_BACK;Welcome back;Bentornato;1;
550e8400-e29b-41d4-a716-700014400000;it;PROFILE.SECTION.WORK_EXPERIENCE;Work experience;Esperienza lavorativa;1;
550e8400-e29b-41d4-a716-700014500000;it;PROFILE.SECTION.EDUCATION;Education;Istruzione;1;
550e8400-e29b-41d4-a716-700014600000;it;PROFILE.SECTION.PROJECTS;Projects;Progetti;1;
550e8400-e29b-41d4-a716-700014700000;it;PROFILE.SECTION.ACHIEVEMENTS;Achievements;Risultati;1;
550e8400-e29b-41d4-a716-700014800000;it;PROFILE.SECTION.CERTIFICATIONS;Certifications;Certificazioni;1;
550e8400-e29b-41d4-a716-700014900000;it;COMMON.EMPTY_SECTION;Empty section;Sezione vuota;1;
550e8400-e29b-41d4-a716-700015000000;it;PROFILE.USER_PREFERENCES;User preferences;Preferenze utente;1;
550e8400-e29b-41d4-a716-700015100000;it;ERROR.NOT_FOUND;Not found;Non trovato;1;
550e8400-e29b-41d4-a716-700015200000;it;ERROR.ENTITY_NOT_FOUND;Entity not found;Entità non trovata;1;
550e8400-e29b-41d4-a716-700015300000;it;ERROR.ENTITY_WITH_ID_NOT_FOUND;Entity with ID not found;Entità con ID non trovata;1;
550e8400-e29b-41d4-a716-700015400000;it;ERROR.ENTITY_WITH_EMAIL_ALREADY_EXISTS;Entity with email already exists;Entità con questa email esiste già;1;
550e8400-e29b-41d4-a716-700015500000;it;ERROR.ENTITY_WITH_LOGIN_ALREADY_EXISTS;Entity with login already exists;Entità con questo login esiste già;1;
550e8400-e29b-41d4-a716-700015600000;it;ERROR.VALIDATION_ERROR;Validation error;Errore di validazione;1;
550e8400-e29b-41d4-a716-700015700000;it;ERROR.ENTITY_ALREADY_EXISTS;Entity already exists;Entità già esistente;1;
550e8400-e29b-41d4-a716-700015700001;it;ERROR.ALREADY_EXISTS;Already exists;Già esistente;1;
550e8400-e29b-41d4-a716-700015800000;it;ERROR.INTERNAL_SERVER_ERROR;Internal server error;Errore interno del server;1;
550e8400-e29b-41d4-a716-700015900000;it;ERROR.BLOCKED;Blocked;Bloccato;1;
550e8400-e29b-41d4-a716-700016000000;it;ERROR.RESOURCE_NOT_FOUND;Resource not found;Risorsa non trovata;1;
550e8400-e29b-41d4-a716-700016100000;it;ERROR.ENTITY_BLOCKED;Entity blocked;Entità bloccata;1;
550e8400-e29b-41d4-a716-700016200000;it;ERROR.ENTITY_PESSIMISTIC_LOCKED;Entity is locked;Entità bloccata;1;
550e8400-e29b-41d4-a716-700016300000;it;ERROR.WRONG_AUTH;Wrong authentication;Autenticazione errata;1;
550e8400-e29b-41d4-a716-700016400000;it;ERROR.FORBIDDEN;Forbidden;Vietato;1;
550e8400-e29b-41d4-a716-700016500000;it;ERROR.USER_BLOCKED;User blocked;Utente bloccato;1;
550e8400-e29b-41d4-a716-700016600000;it;ERROR.POTENTIAL_HARMFUL_CONTENT;Potential harmful content;Contenuto potenzialmente dannoso;1;
550e8400-e29b-41d4-a716-700016700000;it;ERROR.JWT_MIN_LENGTH;JWT min length;Lunghezza minima JWT;1;
550e8400-e29b-41d4-a716-700016800000;it;ERROR.JWT_INVALID_FORMAT;JWT invalid format;Formato JWT non valido;1;
550e8400-e29b-41d4-a716-700016900000;it;ERROR.JWT_USER_CLAIM_NOT_FOUND;JWT user claim not found;Richiesta utente JWT non trovata;1;
550e8400-e29b-41d4-a716-700017000000;it;ERROR.JWT_USER_CLAIM_INVALID_CONVERSION;JWT user claim invalid conversion;Conversione non valida della richiesta utente JWT;1;
550e8400-e29b-41d4-a716-700017100000;it;ERROR.FORGOT_PASSWORD_REQUEST_TOO_SOON;Forgot password request too soon;Richiesta password dimenticata troppo presto;1;
550e8400-e29b-41d4-a716-700017200000;it;ERROR.RESTORE_PASSWORD_PROCESSING_ISSUE;Restore password processing issue;Problema nell''elaborazione del ripristino della password;1;
550e8400-e29b-41d4-a716-700017300000;it;ERROR.VERSION_NOT_SPECIFIED;Version not specified;Versione non specificata;1;
550e8400-e29b-41d4-a716-700017400000;it;ERROR.VERSION_NOT_SUPPORTED;Version not supported;Versione non supportata;1;
550e8400-e29b-41d4-a716-700017500000;it;ERROR.UPDATE_ONLY_OWN_SETTINGS;Update only own settings;Aggiorna solo le tue impostazioni;1;
550e8400-e29b-41d4-a716-700017600000;it;ERROR.INVALID_URL;Invalid URL;URL non valida;1;
550e8400-e29b-41d4-a716-700017700000;it;ERROR.URL_NOT_HTTPS;URL not HTTPS;URL non HTTPS;1;
550e8400-e29b-41d4-a716-700017800000;it;ERROR.UNKNOWN_URL_TYPE;Unknown URL type;Tipo di URL sconosciuto;1;
550e8400-e29b-41d4-a716-700017900000;it;ENTITY.STATUS.NEW;New;Nuovo;1;
550e8400-e29b-41d4-a716-700018000000;it;ENTITY.STATUS.ACTIVE;Active;Attivo;1;
550e8400-e29b-41d4-a716-700018100000;it;ENTITY.STATUS.INACTIVE;Inactive;Inattivo;1;
550e8400-e29b-41d4-a716-700018200000;it;ENTITY.STATUS.BLOCKED;Blocked;Bloccato;1;
550e8400-e29b-41d4-a716-700018300000;it;ENTITY.STATUS.DELETED;Deleted;Eliminato;1;
550e8400-e29b-41d4-a716-700018400000;it;ENTITY.STATUS.PENDING;Pending;In attesa;1;
550e8400-e29b-41d4-a716-700018500000;it;ENTITY.STATUS.APPROVED;Approved;Approvato;1;
550e8400-e29b-41d4-a716-700018600000;it;ENTITY.STATUS.REJECTED;Rejected;Rifiutato;1;
550e8400-e29b-41d4-a716-700018700000;it;ENTITY.STATUS.COMPLETED;Completed;Completato;1;
550e8400-e29b-41d4-a716-700018800000;it;ENTITY.STATUS.CANCELLED;Cancelled;Annullato;1;
550e8400-e29b-41d4-a716-700018900000;it;ENTITY.STATUS.ARCHIVED;Archived;Archiviato;1;
550e8400-e29b-41d4-a716-700019000000;it;MESSAGES.CHANGES_SUCCESSFULLY_SAVED;Changes successfully saved;Modifiche salvate con successo;1;
550e8400-e29b-41d4-a716-700019100000;it;DATES.JANUARY_SHORT;Jan;Gen;1;
550e8400-e29b-41d4-a716-700019200000;it;DATES.FEBRUARY_SHORT;Feb;Feb;1;
550e8400-e29b-41d4-a716-700019300000;it;DATES.MARCH_SHORT;Mar;Mar;1;
550e8400-e29b-41d4-a716-700019400000;it;DATES.APRIL_SHORT;Apr;Apr;1;
550e8400-e29b-41d4-a716-700019500000;it;DATES.MAY_SHORT;May;Mag;1;
550e8400-e29b-41d4-a716-700019600000;it;DATES.JUNE_SHORT;Jun;Giu;1;
550e8400-e29b-41d4-a716-700019700000;it;DATES.JULY_SHORT;Jul;Lug;1;
550e8400-e29b-41d4-a716-700019800000;it;DATES.AUGUST_SHORT;Aug;Ago;1;
550e8400-e29b-41d4-a716-700019900000;it;DATES.SEPTEMBER_SHORT;Sep;Set;1;
550e8400-e29b-41d4-a716-700020000000;it;DATES.OCTOBER_SHORT;Oct;Ott;1;
550e8400-e29b-41d4-a716-700020100000;it;DATES.NOVEMBER_SHORT;Nov;Nov;1;
550e8400-e29b-41d4-a716-700020200000;it;DATES.DECEMBER_SHORT;Dec;Dic;1;
550e8400-e29b-41d4-a716-700020300000;it;DATES.MONDAY_SHORT;Mon;Lun;1;
550e8400-e29b-41d4-a716-700020400000;it;DATES.TUESDAY_SHORT;Tue;Mar;1;
550e8400-e29b-41d4-a716-700020500000;it;DATES.WEDNESDAY_SHORT;Wed;Mer;1;
550e8400-e29b-41d4-a716-700020600000;it;DATES.THURSDAY_SHORT;Thu;Gio;1;
550e8400-e29b-41d4-a716-700020700000;it;DATES.FRIDAY_SHORT;Fri;Ven;1;
550e8400-e29b-41d4-a716-700020800000;it;DATES.SATURDAY_SHORT;Sat;Sab;1;
550e8400-e29b-41d4-a716-700020900000;it;DATES.SUNDAY_SHORT;Sun;Dom;1;
550e8400-e29b-41d4-a716-700021000000;it;INPUT.TOO_MANY_ITEMS_START_TYPING;Too many items, start typing...;Troppi elementi, inizia a digitare...;1;
550e8400-e29b-41d4-a716-700021100000;it;ERROR.FIELD_REQUIRED;Field is required;Campo obbligatorio;1;
550e8400-e29b-41d4-a716-700021200000;it;ERROR.CHECK_CHECKBOX;Check checkbox;Seleziona la casella;1;
550e8400-e29b-41d4-a716-700021300000;it;ERROR.INVALID_EMAIL;Invalid email;Email non valida;1;
550e8400-e29b-41d4-a716-700021400000;it;JOB_SOURCE.JOB_BOARD;Job board;Bacheca delle offerte di lavoro;1;
550e8400-e29b-41d4-a716-700021500000;it;JOB_SOURCE.COMPANY_WEBSITE;Company website;Sito web aziendale;1;
550e8400-e29b-41d4-a716-700021600000;it;JOB_SOURCE.RECOMMENDATION;Recommendation;Raccomandazione;1;
550e8400-e29b-41d4-a716-700021700000;it;JOB_SOURCE.SOCIAL_MEDIA;Social media;Social media;1;
550e8400-e29b-41d4-a716-700021800000;it;JOB_SOURCE.OTHER;Other;Altro;1;
550e8400-e29b-41d4-a716-700021900000;it;ROLE.ROLE;Role;Ruolo;1;
550e8400-e29b-41d4-a716-700022000000;it;ROLE.USER;User;Utente;1;
550e8400-e29b-41d4-a716-700022100000;it;ROLE.TECHNICAL_SUPPORT;Technical support;Supporto tecnico;1;
550e8400-e29b-41d4-a716-700022200000;it;ROLE.ADMIN;Admin;Amministratore;1;
550e8400-e29b-41d4-a716-700022300000;it;ROLE.SUPER_ADMIN;Super admin;Super amministratore;1;
550e8400-e29b-41d4-a716-700022400000;it;COMMON.JOB_TITLE;Job title;Titolo del lavoro;1;
550e8400-e29b-41d4-a716-700022500000;it;COMMON.SOURCE;Source;Fonte;1;
550e8400-e29b-41d4-a716-700022600000;it;COMMON.POSTED_DATE;Posted date;Data di pubblicazione;1;
550e8400-e29b-41d4-a716-700022700000;it;COMMON.DEADLINE;Deadline;Scadenza;1;
550e8400-e29b-41d4-a716-700022800000;it;COMMON.CONTACT_EMAIL;Contact email;Email di contatto;1;
550e8400-e29b-41d4-a716-700022900000;it;APPLICATION.APPLICATION_LINK;Application link;Link della candidatura;1;
550e8400-e29b-41d4-a716-700023000000;it;COMMON.NOTES;Notes;Note;1;
550e8400-e29b-41d4-a716-700023100000;it;SKILL_LEVEL.SKILL_LEVEL;Skill level;Livello di competenza;1;
550e8400-e29b-41d4-a716-700023200000;it;SKILL_LEVEL.BEGINNER;Beginner;Principiante;1;
550e8400-e29b-41d4-a716-700023300000;it;SKILL_LEVEL.BASIC;Basic;Base;1;
550e8400-e29b-41d4-a716-700023400000;it;SKILL_LEVEL.INTERMEDIATE;Intermediate;Intermedio;1;
550e8400-e29b-41d4-a716-700023500000;it;SKILL_LEVEL.ADVANCED;Advanced;Avanzato;1;
550e8400-e29b-41d4-a716-700023600000;it;SKILL_LEVEL.EXPERT;Expert;Esperto;1;
550e8400-e29b-41d4-a716-700023700000;it;SKILL_LEVEL.MASTER;Master;Master;1;
550e8400-e29b-41d4-a716-700023800000;it;SKILL_LEVEL.WORLD_CLASS;World-Class;Di fama mondiale;1;
550e8400-e29b-41d4-a716-700023900000;it;PROFILE.SHOW_CURRENT_POSITION;Show current position;Mostra posizione attuale;1;
550e8400-e29b-41d4-a716-700024000000;it;PROFILE.SHOW_HIGHEST_EDUCATION;Show highest education;Mostra istruzione più alta;1;
550e8400-e29b-41d4-a716-700024100000;it;COMMON.CURRENT;Current;Attuale;1;
